date,hour,load_factor
11/13/2017,15,0.80389
4/9/2017,7,0.48729
5/30/2017,13,0.76072
10/28/2017,15,0.72557
8/27/2017,8,0.56072
6/15/2017,10,0.63504
2/11/2017,10,0.67635
1/10/2017,20,0.97462
8/4/2017,1,0.66733
7/27/2017,19,0.89462
12/12/2017,23,0.73186
3/23/2017,16,0.72531
8/31/2017,6,0.45412
2/24/2017,1,0.58936
4/17/2017,1,0.56783
7/8/2017,0,0.73368
1/5/2017,16,0.71292
7/8/2017,12,0.78138
5/20/2017,6,0.48452
2/1/2017,19,0.99900
3/18/2017,16,0.71896
10/15/2017,4,0.58492
12/12/2017,11,0.74272
2/8/2017,17,0.74704
6/7/2017,12,0.70247
2/10/2017,2,0.54891
8/10/2017,2,0.59254
10/12/2017,0,0.62915
2/22/2017,13,0.79016
12/12/2017,13,0.75717
11/15/2017,8,0.56580
9/2/2017,14,0.74252
4/10/2017,14,0.77720
6/23/2017,16,0.77691
8/29/2017,18,0.79926
4/4/2017,7,0.55417
5/22/2017,19,0.89528
10/12/2017,22,0.80324
6/14/2017,16,0.76145
6/11/2017,4,0.59092
3/25/2017,4,0.54176
6/5/2017,21,0.97893
7/8/2017,3,0.59649
2/19/2017,8,0.46480
5/11/2017,22,0.87708
3/7/2017,1,0.57987
11/11/2017,15,0.78007
7/24/2017,14,0.81103
6/23/2017,11,0.70682
9/12/2017,17,0.75198
10/28/2017,3,0.55722
2/16/2017,14,0.77734
10/22/2017,22,0.82520
1/24/2017,19,0.99211
12/3/2017,0,0.69983
9/21/2017,17,0.74824
9/27/2017,15,0.75076
10/19/2017,15,0.74187
5/22/2017,15,0.75867
4/27/2017,0,0.62344
11/15/2017,21,0.91820
9/26/2017,20,0.97711
6/23/2017,7,0.48710
4/2/2017,4,0.54916
10/8/2017,1,0.63347
11/25/2017,23,0.77413
4/7/2017,13,0.74463
12/25/2017,12,0.75732
4/12/2017,21,0.97454
10/13/2017,20,0.97852
12/26/2017,9,0.63854
7/17/2017,22,0.92670
8/14/2017,6,0.46781
12/13/2017,7,0.54017
10/23/2017,8,0.60957
2/20/2017,17,0.83697
6/2/2017,10,0.64915
7/3/2017,20,0.99900
6/15/2017,7,0.48430
4/28/2017,19,0.99051
4/24/2017,11,0.77589
11/26/2017,2,0.58010
9/18/2017,9,0.67159
12/12/2017,6,0.55883
5/9/2017,18,0.74317
6/5/2017,10,0.64730
11/15/2017,9,0.64550
4/20/2017,20,0.99855
12/26/2017,8,0.56671
12/23/2017,10,0.71099
11/29/2017,9,0.63283
3/23/2017,12,0.76119
7/15/2017,4,0.55795
5/11/2017,17,0.71867
3/21/2017,17,0.69549
10/20/2017,4,0.57907
9/22/2017,17,0.74027
5/21/2017,5,0.44718
1/15/2017,21,0.96814
4/19/2017,14,0.78747
9/12/2017,4,0.57415
6/11/2017,10,0.56107
8/29/2017,17,0.75628
11/8/2017,18,0.99900
10/4/2017,23,0.71438
5/11/2017,3,0.56658
5/12/2017,18,0.74361
8/15/2017,12,0.78834
9/28/2017,11,0.77042
10/8/2017,3,0.58509
8/11/2017,13,0.80097
2/21/2017,22,0.87535
6/19/2017,1,0.87221
1/13/2017,15,0.72640
11/29/2017,7,0.52676
12/18/2017,15,0.72981
7/21/2017,10,0.74260
4/24/2017,7,0.55512
10/24/2017,20,0.97297
12/12/2017,14,0.75029
10/26/2017,9,0.66633
10/16/2017,10,0.73456
5/31/2017,6,0.46326
2/4/2017,0,0.69360
6/29/2017,12,0.72791
11/7/2017,18,0.99900
6/5/2017,23,0.91612
1/6/2017,5,0.53556
9/4/2017,14,0.78116
2/19/2017,4,0.51078
5/20/2017,22,0.92717
10/25/2017,6,0.56024
12/9/2017,10,0.69574
2/22/2017,16,0.75389
1/26/2017,12,0.76463
6/10/2017,6,0.45812
9/24/2017,18,0.88931
4/1/2017,11,0.76902
4/26/2017,13,0.76814
8/1/2017,17,0.75917
8/25/2017,10,0.75765
5/16/2017,16,0.71492
8/10/2017,19,0.94509
1/28/2017,9,0.62466
12/4/2017,8,0.56413
4/23/2017,3,0.52790
10/18/2017,22,0.76820
8/19/2017,4,0.56799
10/21/2017,7,0.54436
12/16/2017,21,0.95165
5/10/2017,17,0.72812
4/19/2017,2,0.56104
8/2/2017,22,0.91319
9/3/2017,7,0.53248
10/30/2017,21,0.92002
9/17/2017,5,0.54874
12/12/2017,22,0.84430
10/25/2017,18,0.99900
7/4/2017,16,0.76119
1/13/2017,6,0.58611
7/30/2017,18,0.74746
1/24/2017,8,0.55216
3/22/2017,3,0.52328
8/4/2017,10,0.77063
8/22/2017,14,0.79718
11/11/2017,8,0.57293
4/9/2017,2,0.57856
11/29/2017,23,0.69819
9/12/2017,21,0.96156
1/31/2017,20,0.99900
5/29/2017,3,0.71403
2/3/2017,14,0.73828
9/17/2017,12,0.74432
8/5/2017,7,0.51832
8/29/2017,6,0.49076
10/25/2017,20,0.96165
11/30/2017,3,0.54219
6/1/2017,10,0.64126
2/26/2017,18,0.90149
8/25/2017,21,0.96821
4/13/2017,5,0.52113
11/5/2017,8,0.52635
1/10/2017,21,0.93475
1/16/2017,16,0.72037
4/21/2017,17,0.75325
12/6/2017,9,0.63945
1/20/2017,3,0.51209
4/11/2017,3,0.55905
5/3/2017,8,0.56570
5/8/2017,22,0.86718
5/28/2017,0,0.83274
2/19/2017,16,0.75845
3/25/2017,8,0.54338
12/20/2017,6,0.55907
5/21/2017,15,0.71446
12/6/2017,7,0.53097
8/21/2017,17,0.75482
9/28/2017,12,0.78201
3/3/2017,11,0.77951
2/28/2017,0,0.64906
3/1/2017,18,0.90308
1/27/2017,22,0.89270
7/28/2017,0,0.78397
10/25/2017,5,0.58475
5/11/2017,13,0.78012
7/31/2017,12,0.81623
8/22/2017,4,0.56184
3/24/2017,4,0.52626
6/19/2017,20,0.99900
11/8/2017,13,0.78455
7/19/2017,1,0.65515
2/18/2017,20,0.99846
3/21/2017,6,0.46783
6/7/2017,9,0.60857
11/29/2017,6,0.54334
3/28/2017,16,0.68601
6/6/2017,20,0.99900
12/9/2017,22,0.86833
8/16/2017,14,0.79356
1/4/2017,4,0.49152
11/3/2017,19,0.99285
10/2/2017,15,0.73959
12/30/2017,10,0.70857
11/4/2017,14,0.76462
4/9/2017,4,0.57735
8/20/2017,6,0.46115
7/6/2017,13,0.80225
2/23/2017,22,0.89259
1/26/2017,5,0.52637
5/31/2017,18,0.86521
4/28/2017,22,0.87262
7/20/2017,13,0.82191
4/13/2017,2,0.56135
8/7/2017,2,0.58803
5/25/2017,19,0.87612
8/24/2017,15,0.76993
3/27/2017,8,0.59847
6/5/2017,22,0.96558
12/30/2017,0,0.69713
4/14/2017,2,0.57857
3/9/2017,23,0.76259
5/12/2017,7,0.57071
10/19/2017,6,0.56476
6/14/2017,22,0.96992
2/6/2017,9,0.62419
3/22/2017,23,0.74600
5/11/2017,4,0.54540
7/15/2017,5,0.47420
5/3/2017,12,0.72482
7/16/2017,4,0.59237
4/11/2017,23,0.77421
12/16/2017,12,0.76050
4/11/2017,18,0.77670
1/8/2017,11,0.71223
10/11/2017,7,0.56434
8/13/2017,16,0.73895
5/16/2017,2,0.56300
4/4/2017,16,0.70470
1/3/2017,18,0.99900
11/12/2017,14,0.78336
10/23/2017,6,0.55345
8/23/2017,2,0.58221
9/23/2017,15,0.74736
11/15/2017,7,0.49063
1/17/2017,17,0.81976
11/7/2017,19,0.99442
7/26/2017,23,0.82331
9/12/2017,8,0.62167
6/19/2017,13,0.76774
10/12/2017,6,0.55765
11/5/2017,14,0.73390
11/5/2017,4,0.58654
4/8/2017,16,0.70615
11/27/2017,7,0.53794
9/30/2017,16,0.73678
3/20/2017,13,0.75597
7/27/2017,5,0.47417
10/1/2017,17,0.73426
5/1/2017,6,0.42574
3/16/2017,18,0.92223
8/6/2017,7,0.51404
3/6/2017,21,0.95956
7/31/2017,22,0.90703
3/27/2017,13,0.76157
8/20/2017,8,0.55697
9/15/2017,21,0.93988
9/4/2017,1,0.65537
9/19/2017,23,0.72116
8/14/2017,0,0.73096
8/21/2017,9,0.66539
10/14/2017,3,0.58242
2/16/2017,16,0.74754
8/3/2017,10,0.74786
2/3/2017,3,0.55909
11/11/2017,22,0.88998
8/3/2017,4,0.55090
8/9/2017,14,0.83569
1/14/2017,10,0.71335
4/16/2017,10,0.66757
9/27/2017,4,0.58688
12/30/2017,5,0.54990
1/12/2017,9,0.64378
7/17/2017,19,0.88439
5/5/2017,12,0.78626
9/7/2017,23,0.78178
2/14/2017,20,0.99356
1/31/2017,18,0.99063
12/12/2017,21,0.93540
4/22/2017,12,0.83388
9/13/2017,3,0.57268
11/17/2017,23,0.75243
3/1/2017,22,0.89620
3/10/2017,12,0.75473
2/15/2017,2,0.53637
9/26/2017,11,0.72975
7/4/2017,2,0.62658
12/19/2017,9,0.63608
5/5/2017,21,0.97221
7/1/2017,4,0.54402
6/21/2017,6,0.48304
4/4/2017,0,0.61426
10/11/2017,11,0.74774
2/26/2017,3,0.53632
3/29/2017,17,0.70384
12/17/2017,3,0.53886
6/14/2017,11,0.69939
10/3/2017,6,0.53942
11/6/2017,16,0.72241
9/12/2017,19,0.99900
10/25/2017,2,0.54006
4/26/2017,14,0.75208
10/2/2017,12,0.77715
2/9/2017,7,0.48815
6/9/2017,20,0.99900
1/26/2017,16,0.75258
2/18/2017,1,0.59653
9/15/2017,10,0.77757
11/27/2017,8,0.59130
11/27/2017,0,0.63154
8/19/2017,20,0.99900
9/5/2017,4,0.59338
11/13/2017,8,0.59373
5/16/2017,15,0.73256
10/16/2017,16,0.72720
11/10/2017,6,0.53090
7/10/2017,5,0.46644
5/5/2017,20,0.99900
1/31/2017,19,0.99529
11/27/2017,10,0.66666
5/15/2017,16,0.72066
1/5/2017,18,0.99900
4/1/2017,6,0.49720
7/3/2017,3,0.61674
2/12/2017,4,0.50228
11/20/2017,19,0.98154
5/6/2017,19,0.93112
8/18/2017,15,0.75945
11/24/2017,3,0.54882
11/22/2017,13,0.74019
3/31/2017,11,0.77790
7/19/2017,12,0.81338
5/11/2017,1,0.58521
10/8/2017,17,0.72587
8/6/2017,22,0.91682
5/7/2017,19,0.89845
12/23/2017,3,0.53135
8/19/2017,8,0.58998
3/21/2017,19,0.99900
6/10/2017,22,0.96274
1/9/2017,13,0.75072
7/31/2017,11,0.78983
10/29/2017,19,0.99900
7/11/2017,15,0.78774
4/22/2017,23,0.79377
7/28/2017,5,0.49598
3/17/2017,13,0.77433
11/24/2017,15,0.72454
1/22/2017,13,0.72184
8/5/2017,21,0.96652
10/9/2017,5,0.58939
6/8/2017,11,0.69743
8/28/2017,7,0.54222
4/14/2017,3,0.57127
8/10/2017,14,0.79596
5/20/2017,8,0.62033
2/9/2017,19,0.99642
2/17/2017,17,0.77889
1/16/2017,11,0.74041
1/13/2017,16,0.71969
4/14/2017,21,0.97979
6/18/2017,3,0.76193
2/9/2017,15,0.75059
2/3/2017,4,0.55208
11/12/2017,17,0.87571
10/30/2017,20,0.97186
7/3/2017,11,0.76256
2/16/2017,7,0.53729
5/13/2017,15,0.70994
6/4/2017,20,0.99900
5/7/2017,15,0.69219
8/17/2017,20,0.99900
9/11/2017,15,0.74999
8/26/2017,17,0.74619
7/4/2017,9,0.66605
5/24/2017,1,0.60200
7/20/2017,11,0.79561
9/11/2017,8,0.61373
9/6/2017,0,0.70415
2/22/2017,17,0.77439
10/30/2017,5,0.57115
5/22/2017,14,0.76746
8/12/2017,13,0.78204
2/3/2017,19,0.99582
10/12/2017,13,0.76227
6/17/2017,0,0.88827
7/30/2017,3,0.59715
5/20/2017,7,0.54069
4/6/2017,11,0.76620
1/12/2017,4,0.51593
8/24/2017,14,0.78982
12/6/2017,0,0.63848
3/16/2017,3,0.52777
6/1/2017,8,0.52754
6/1/2017,18,0.85218
3/22/2017,14,0.75040
12/18/2017,3,0.51007
5/4/2017,19,0.97109
2/3/2017,21,0.96660
12/18/2017,20,0.97637
5/6/2017,9,0.70870
7/5/2017,20,0.99900
8/9/2017,2,0.61544
12/17/2017,1,0.61156
1/21/2017,16,0.71497
5/16/2017,21,0.96281
4/5/2017,4,0.55457
3/6/2017,18,0.89767
2/11/2017,16,0.75232
10/17/2017,11,0.76355
10/9/2017,7,0.57271
11/4/2017,17,0.87326
12/29/2017,2,0.56058
8/15/2017,5,0.47052
12/3/2017,10,0.62473
8/8/2017,0,0.74686
12/11/2017,12,0.83046
7/23/2017,19,0.86133
1/8/2017,6,0.55755
1/18/2017,6,0.54239
9/26/2017,13,0.74342
4/24/2017,20,0.99900
3/25/2017,3,0.52794
2/12/2017,23,0.74694
9/26/2017,14,0.74395
7/12/2017,17,0.75347
3/12/2017,1,0.62314
1/24/2017,10,0.68296
12/11/2017,3,0.52856
9/19/2017,4,0.57667
7/9/2017,4,0.55959
12/19/2017,5,0.52879
12/29/2017,6,0.58442
3/15/2017,17,0.77273
10/5/2017,12,0.79397
11/14/2017,13,0.82577
3/21/2017,12,0.73188
11/13/2017,10,0.75397
9/22/2017,7,0.50190
2/20/2017,8,0.56608
11/7/2017,0,0.63554
7/23/2017,10,0.66836
1/1/2017,23,0.75600
4/5/2017,15,0.72594
10/21/2017,0,0.66293
2/19/2017,9,0.54179
2/14/2017,8,0.56716
11/2/2017,16,0.74514
11/7/2017,16,0.74069
9/30/2017,13,0.77135
3/1/2017,13,0.76565
2/7/2017,12,0.78474
8/14/2017,15,0.76887
10/23/2017,17,0.82912
11/23/2017,0,0.63599
2/14/2017,23,0.78284
1/6/2017,1,0.57877
5/3/2017,6,0.49786
11/17/2017,3,0.55087
9/27/2017,2,0.58334
3/23/2017,5,0.53008
7/20/2017,23,0.83309
4/21/2017,12,0.80109
1/6/2017,9,0.63826
3/1/2017,11,0.74255
4/1/2017,13,0.77041
1/18/2017,21,0.91468
2/13/2017,6,0.55065
9/11/2017,4,0.58324
5/24/2017,16,0.74279
6/29/2017,13,0.74440
12/21/2017,0,0.65190
9/12/2017,12,0.79057
12/30/2017,14,0.76124
6/12/2017,13,0.74831
6/3/2017,0,0.84820
9/23/2017,13,0.79006
5/4/2017,13,0.75475
6/25/2017,4,0.58398
7/22/2017,15,0.75148
2/7/2017,5,0.55994
6/4/2017,6,0.43887
6/21/2017,23,0.94516
3/17/2017,14,0.75698
12/25/2017,11,0.73843
1/15/2017,19,0.98864
9/6/2017,5,0.52942
9/25/2017,8,0.61985
10/23/2017,22,0.78594
8/13/2017,21,0.97399
6/27/2017,23,0.94609
12/6/2017,15,0.73758
12/28/2017,1,0.57788
8/8/2017,14,0.81279
1/11/2017,15,0.72857
1/21/2017,18,0.99077
12/25/2017,10,0.70082
10/17/2017,5,0.59417
5/18/2017,2,0.55667
12/19/2017,19,0.98800
8/23/2017,4,0.56272
2/6/2017,20,0.99900
6/17/2017,8,0.52572
9/1/2017,3,0.63163
6/1/2017,9,0.58848
1/26/2017,2,0.52816
1/28/2017,13,0.78359
4/20/2017,22,0.83409
7/27/2017,15,0.77852
2/20/2017,15,0.80480
1/23/2017,10,0.69362
2/13/2017,1,0.57159
4/4/2017,20,0.99862
8/2/2017,2,0.60391
8/5/2017,2,0.60549
11/21/2017,22,0.82935
7/7/2017,4,0.57174
9/1/2017,1,0.72411
4/21/2017,23,0.74181
5/11/2017,0,0.64877
7/23/2017,21,0.98175
7/1/2017,2,0.63074
4/11/2017,15,0.75315
11/2/2017,21,0.91919
6/22/2017,13,0.77738
7/26/2017,15,0.78079
5/27/2017,20,0.98876
11/26/2017,14,0.74280
9/28/2017,17,0.75187
8/28/2017,12,0.80848
2/9/2017,1,0.60276
10/19/2017,2,0.57173
11/13/2017,23,0.73577
8/11/2017,4,0.59037
9/20/2017,11,0.77199
7/8/2017,4,0.55434
11/7/2017,13,0.75176
10/23/2017,10,0.71433
3/15/2017,9,0.64365
5/27/2017,19,0.99900
6/4/2017,3,0.73642
3/19/2017,23,0.79032
5/22/2017,5,0.43170
4/26/2017,16,0.71256
10/10/2017,10,0.73560
6/4/2017,19,0.99362
12/8/2017,15,0.73101
5/22/2017,23,0.77766
9/7/2017,0,0.70361
2/2/2017,10,0.70010
4/17/2017,16,0.71244
5/26/2017,16,0.73147
10/26/2017,8,0.62376
8/16/2017,0,0.71948
12/17/2017,18,0.98383
5/8/2017,18,0.73244
2/22/2017,2,0.51368
8/23/2017,10,0.74802
6/11/2017,21,0.98261
1/23/2017,21,0.96884
11/21/2017,17,0.92895
10/11/2017,21,0.90122
1/30/2017,3,0.52536
11/18/2017,16,0.80628
5/28/2017,9,0.50595
2/2/2017,23,0.78491
9/12/2017,3,0.56367
9/10/2017,4,0.59147
5/8/2017,4,0.54113
10/5/2017,2,0.58009
2/14/2017,9,0.63100
12/30/2017,3,0.54334
1/21/2017,11,0.73798
7/20/2017,4,0.57822
7/11/2017,16,0.77144
7/11/2017,17,0.75489
4/23/2017,12,0.76063
8/17/2017,16,0.74480
2/11/2017,17,0.77567
11/15/2017,10,0.71049
5/1/2017,16,0.68737
8/16/2017,2,0.58335
9/14/2017,2,0.59969
5/25/2017,8,0.57644
10/24/2017,7,0.56505
9/4/2017,2,0.61780
1/18/2017,13,0.79671
11/10/2017,3,0.55083
12/6/2017,12,0.74422
4/17/2017,15,0.73823
5/1/2017,0,0.67515
2/5/2017,8,0.47776
7/17/2017,6,0.47815
6/23/2017,4,0.61347
3/14/2017,14,0.72532
2/22/2017,19,0.99478
8/13/2017,3,0.60875
6/14/2017,14,0.76447
3/18/2017,13,0.79413
10/17/2017,4,0.56578
2/6/2017,22,0.90264
4/30/2017,12,0.75859
10/16/2017,13,0.77352
7/9/2017,20,0.99900
5/6/2017,11,0.78930
2/9/2017,5,0.56333
9/18/2017,7,0.56271
4/6/2017,2,0.53998
7/15/2017,23,0.84413
3/19/2017,4,0.54276
10/3/2017,12,0.77148
5/27/2017,11,0.69943
10/16/2017,11,0.75631
7/11/2017,11,0.79560
9/19/2017,22,0.83135
10/7/2017,8,0.61238
8/1/2017,5,0.50230
7/29/2017,10,0.73073
12/9/2017,6,0.55218
8/8/2017,8,0.63210
7/10/2017,0,0.73344
1/9/2017,23,0.73387
7/27/2017,20,0.99900
8/13/2017,12,0.76567
10/11/2017,2,0.56412
8/25/2017,16,0.76022
4/2/2017,6,0.43061
11/11/2017,21,0.95122
3/3/2017,13,0.77112
4/4/2017,6,0.51511
8/28/2017,20,0.99900
9/18/2017,5,0.54961
4/16/2017,11,0.70900
4/26/2017,23,0.72668
4/30/2017,19,0.93714
1/3/2017,2,0.51936
11/21/2017,23,0.72443
2/18/2017,21,0.97067
7/13/2017,7,0.54448
8/13/2017,8,0.58874
5/17/2017,19,0.92235
1/24/2017,18,0.99900
2/18/2017,10,0.71860
9/10/2017,22,0.89880
10/27/2017,20,0.98227
1/11/2017,11,0.74004
2/1/2017,7,0.48816
9/12/2017,16,0.75089
12/19/2017,17,0.92464
3/15/2017,10,0.70811
5/9/2017,9,0.64346
5/24/2017,7,0.51894
10/27/2017,11,0.77726
4/27/2017,8,0.61140
2/23/2017,17,0.73660
5/7/2017,7,0.46457
4/17/2017,8,0.61268
9/4/2017,7,0.52436
11/11/2017,19,0.99712
9/23/2017,3,0.58349
12/13/2017,17,0.93299
7/23/2017,12,0.72779
1/29/2017,23,0.83686
1/18/2017,22,0.82944
2/23/2017,2,0.52743
10/22/2017,0,0.66668
9/15/2017,12,0.79854
7/30/2017,21,0.96538
1/17/2017,23,0.73509
8/19/2017,1,0.65656
1/28/2017,20,0.99563
4/3/2017,21,0.94047
6/1/2017,5,0.47876
8/14/2017,22,0.91179
5/25/2017,17,0.72163
6/15/2017,18,0.82681
11/7/2017,23,0.72032
11/19/2017,18,0.98328
5/22/2017,8,0.58297
4/4/2017,5,0.54258
3/15/2017,13,0.81408
9/15/2017,16,0.75520
6/24/2017,21,0.99900
2/8/2017,20,0.99900
11/16/2017,4,0.54224
5/27/2017,17,0.77550
2/7/2017,20,0.99900
4/7/2017,16,0.70606
8/20/2017,11,0.73157
8/20/2017,14,0.75665
7/22/2017,10,0.71468
6/16/2017,2,0.89248
6/29/2017,20,0.99900
8/16/2017,17,0.75201
4/16/2017,6,0.43899
11/29/2017,14,0.75950
3/17/2017,6,0.49341
5/15/2017,21,0.96587
7/24/2017,13,0.81368
1/19/2017,16,0.74930
1/3/2017,14,0.73753
12/29/2017,18,0.99900
4/13/2017,21,0.96471
3/14/2017,2,0.53447
10/23/2017,16,0.72546
12/8/2017,19,0.99448
9/18/2017,20,0.98781
3/29/2017,5,0.55165
4/9/2017,19,0.97680
11/3/2017,22,0.86388
2/10/2017,22,0.88412
1/3/2017,15,0.73371
6/19/2017,18,0.83740
9/12/2017,23,0.76582
12/29/2017,20,0.98494
3/1/2017,23,0.76797
2/14/2017,2,0.55137
12/15/2017,8,0.59221
7/1/2017,18,0.73380
8/29/2017,4,0.59311
11/8/2017,0,0.60711
6/20/2017,18,0.83190
7/10/2017,17,0.75117
10/12/2017,10,0.74437
8/17/2017,0,0.71874
10/3/2017,4,0.56245
5/1/2017,21,0.99346
12/17/2017,22,0.88247
5/16/2017,12,0.76561
9/11/2017,6,0.51161
1/15/2017,10,0.63283
5/29/2017,21,0.96658
1/7/2017,9,0.64311
12/5/2017,7,0.54116
1/27/2017,13,0.77555
4/17/2017,20,0.99900
12/7/2017,9,0.63604
5/27/2017,12,0.73376
7/15/2017,17,0.73846
5/19/2017,1,0.61084
8/31/2017,4,0.59413
8/7/2017,12,0.79559
5/23/2017,13,0.76432
10/19/2017,18,0.99646
11/5/2017,15,0.70369
5/19/2017,6,0.51874
1/8/2017,2,0.55438
4/21/2017,20,0.99900
2/28/2017,15,0.73887
10/1/2017,12,0.73787
7/30/2017,23,0.84645
6/7/2017,1,0.84747
10/11/2017,23,0.70094
8/24/2017,9,0.68981
5/4/2017,12,0.76734
11/20/2017,18,0.99900
5/30/2017,1,0.79349
10/16/2017,6,0.55880
2/6/2017,3,0.53569
12/1/2017,21,0.97757
5/29/2017,17,0.77446
7/21/2017,0,0.73868
11/21/2017,0,0.63460
6/28/2017,20,0.99900
1/27/2017,20,0.98932
11/8/2017,19,0.97222
4/16/2017,21,0.99147
9/12/2017,13,0.78979
4/26/2017,21,0.96078
12/2/2017,0,0.68182
4/24/2017,16,0.72901
9/23/2017,22,0.88660
2/27/2017,9,0.63600
1/27/2017,1,0.58015
6/24/2017,5,0.48689
8/5/2017,3,0.58030
11/28/2017,10,0.70088
10/27/2017,13,0.76417
6/24/2017,1,0.90996
12/23/2017,9,0.62803
9/22/2017,22,0.85610
4/30/2017,6,0.43401
4/30/2017,20,0.99881
9/6/2017,6,0.48319
10/7/2017,12,0.77909
8/9/2017,7,0.55855
10/6/2017,4,0.57310
2/20/2017,9,0.63652
3/22/2017,15,0.74098
2/5/2017,2,0.58542
2/19/2017,23,0.75763
3/29/2017,8,0.60995
3/9/2017,8,0.57743
3/1/2017,5,0.55378
7/25/2017,14,0.80523
2/22/2017,4,0.50209
12/10/2017,9,0.57572
9/17/2017,2,0.60854
8/12/2017,17,0.74732
1/26/2017,17,0.83195
3/2/2017,11,0.73485
9/21/2017,19,0.99900
8/3/2017,8,0.60862
6/18/2017,15,0.72643
6/8/2017,8,0.54431
10/21/2017,12,0.79013
7/12/2017,10,0.74991
12/29/2017,16,0.73602
11/6/2017,21,0.93054
6/3/2017,5,0.48033
8/21/2017,11,0.76993
7/12/2017,16,0.76334
8/8/2017,11,0.79997
8/5/2017,20,0.99900
8/2/2017,4,0.55991
12/18/2017,5,0.53085
12/6/2017,20,0.98268
4/18/2017,21,0.95701
2/21/2017,12,0.80687
5/31/2017,2,0.84169
1/24/2017,7,0.51954
12/11/2017,15,0.77868
11/22/2017,2,0.55104
8/4/2017,12,0.80920
4/14/2017,8,0.61057
9/29/2017,19,0.99900
4/4/2017,18,0.78999
12/14/2017,14,0.75324
1/20/2017,4,0.50706
5/1/2017,3,0.55388
10/24/2017,13,0.76374
1/26/2017,7,0.50632
4/16/2017,22,0.89488
6/7/2017,14,0.72360
10/29/2017,5,0.58559
1/13/2017,20,0.99026
1/20/2017,10,0.70152
5/6/2017,20,0.99900
11/29/2017,1,0.55938
4/8/2017,23,0.78416
1/27/2017,4,0.51564
8/9/2017,1,0.67994
11/5/2017,0,0.72169
10/29/2017,2,0.59325
7/22/2017,18,0.75207
6/23/2017,1,0.89414
5/12/2017,5,0.49037
6/7/2017,22,0.96052
7/18/2017,2,0.60896
10/31/2017,8,0.59367
9/28/2017,6,0.55442
9/10/2017,5,0.53160
12/6/2017,5,0.55058
6/3/2017,12,0.73024
10/4/2017,10,0.73551
7/15/2017,3,0.59027
8/11/2017,11,0.80169
3/6/2017,6,0.50924
4/20/2017,17,0.76698
12/19/2017,8,0.56904
6/12/2017,8,0.53777
6/21/2017,3,0.75989
12/22/2017,11,0.74354
1/22/2017,2,0.54255
11/25/2017,21,0.92743
2/5/2017,7,0.46412
10/4/2017,19,0.99900
4/28/2017,5,0.51169
9/1/2017,19,0.98892
1/29/2017,18,0.96110
12/9/2017,2,0.55352
8/9/2017,13,0.84436
2/28/2017,21,0.96615
12/10/2017,18,0.98715
3/26/2017,13,0.70478
8/30/2017,12,0.79334
11/23/2017,10,0.68841
5/30/2017,23,0.88971
6/28/2017,21,0.99476
6/28/2017,10,0.68812
7/28/2017,3,0.61881
2/24/2017,4,0.52844
5/5/2017,5,0.49290
5/8/2017,6,0.50018
11/16/2017,17,0.92248
5/13/2017,5,0.46439
5/20/2017,12,0.77585
9/22/2017,8,0.58467
4/26/2017,11,0.76566
8/20/2017,17,0.72784
7/24/2017,1,0.63151
1/18/2017,20,0.96762
9/27/2017,9,0.67716
12/27/2017,23,0.73502
8/9/2017,22,0.91102
4/25/2017,5,0.47962
1/23/2017,11,0.74525
11/14/2017,0,0.65394
2/2/2017,6,0.56966
7/10/2017,10,0.74251
8/20/2017,13,0.76559
5/12/2017,22,0.90939
4/7/2017,23,0.74400
3/28/2017,0,0.60022
9/5/2017,0,0.72681
12/16/2017,5,0.54900
7/25/2017,17,0.75705
2/21/2017,7,0.51631
11/30/2017,18,0.99900
1/28/2017,19,0.99900
7/18/2017,21,0.97210
11/15/2017,0,0.64791
2/18/2017,6,0.53793
4/30/2017,9,0.63705
10/17/2017,8,0.63602
8/12/2017,22,0.90565
8/27/2017,9,0.64052
8/15/2017,0,0.69832
5/14/2017,18,0.68883
2/14/2017,0,0.66682
11/24/2017,4,0.54881
8/30/2017,22,0.92246
1/29/2017,22,0.95011
12/21/2017,12,0.74961
7/10/2017,18,0.75810
5/9/2017,13,0.77655
8/8/2017,15,0.77748
9/28/2017,5,0.57394
4/23/2017,2,0.54348
10/5/2017,13,0.78592
2/13/2017,14,0.78383
12/25/2017,1,0.56835
12/1/2017,7,0.48311
10/25/2017,15,0.73366
8/22/2017,22,0.90829
6/29/2017,16,0.73188
2/1/2017,21,0.97559
8/9/2017,12,0.83253
11/2/2017,19,0.98452
5/25/2017,12,0.75212
6/23/2017,13,0.74435
10/17/2017,20,0.96964
1/7/2017,5,0.54773
5/4/2017,18,0.79249
11/24/2017,13,0.73885
3/3/2017,12,0.76734
3/15/2017,2,0.52910
4/27/2017,15,0.73970
9/19/2017,12,0.78271
6/15/2017,23,0.93140
3/7/2017,12,0.77331
3/19/2017,7,0.43596
2/16/2017,22,0.89143
12/11/2017,17,0.93887
1/27/2017,8,0.54682
11/9/2017,1,0.57993
9/27/2017,0,0.64721
12/22/2017,8,0.57530
6/23/2017,6,0.47607
9/21/2017,3,0.56881
7/4/2017,5,0.46866
12/18/2017,16,0.73619
6/29/2017,17,0.72952
1/13/2017,21,0.95165
10/21/2017,5,0.59500
4/25/2017,22,0.86286
9/19/2017,13,0.77970
7/30/2017,22,0.91576
11/19/2017,12,0.74188
12/10/2017,13,0.73769
